target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold106	7265	7047.51	147.603	2.32385
SOAP.k35.scaffold122	4067	3849.51	99	2.8535
SOAP.k35.scaffold175	4010	3792.51	130	3.80334
SOAP.k35.scaffold280	4109	3891.51	4600	131.156
SOAP.k35.scaffold421	2148	1930.51	5	0.287373
SOAP.k35.scaffold429	5119	4901.51	350.189	7.92722
SOAP.k35.scaffold503	5658	5440.51	376	7.66826
SOAP.k35.scaffold548	1432	1214.51	2	0.182716
SOAP.k35.scaffold599	9939	9721.51	3788	43.2339
SOAP.k35.scaffold700	4768	4550.51	2611	63.6642
SOAP.k35.scaffold874	2524	2306.51	8	0.384842
SOAP.k35.scaffold912	2862	2644.51	766	32.1389
SOAP.k35.scaffold1384	5546	5328.51	4	0.0832919
SOAP.k35.scaffold1794	8063	7845.51	167704	2371.76
SOAP.k35.scaffold1839	2304	2086.51	24.3534	1.29505
SOAP.k35.scaffold2305	726	509.159	58	12.6393
SOAP.k35.scaffold2387	249	87.335	0	0
SOAP.k35.scaffold2446	5402	5184.51	2	0.0428027
SOAP.k35.scaffold2718	3759	3541.51	102	3.19566
SOAP.k35.scaffold2779	651	435.338	0	0
SOAP.k35.scaffold2855	5016	4798.51	13	0.300598
SOAP.k35.scaffold2860	1450	1232.51	0	0
SOAP.k35.scaffold2964	3622	3404.51	2	0.0651814
SOAP.k35.scaffold3525	2790	2572.51	204	8.79875
SOAP.k35.scaffold3799	8483	8265.51	2339	31.3985
SOAP.k35.scaffold3887	1559	1341.51	511	42.2644
SOAP.k35.scaffold3972	4636	4418.51	15	0.376672
SOAP.k35.scaffold3985	3707	3489.51	0	0
SOAP.k35.scaffold4079	9072	8854.51	12019	150.61
SOAP.k35.scaffold4083	5616	5398.51	8	0.164424
SOAP.k35.scaffold4098	3033	2815.51	7.15058	0.281794
SOAP.k35.scaffold4146	1512	1294.51	0	0
SOAP.k35.scaffold4373	3129	2911.51	0	0
SOAP.k35.scaffold4534	3258	3040.51	2.00059	0.0730062
SOAP.k35.scaffold4811	2368	2150.51	16	0.825518
SOAP.k35.scaffold4849	3668	3450.51	6	0.192937
SOAP.k35.scaffold4910	5377	5159.51	1075	23.1179
SOAP.k35.scaffold5014	5826	5608.51	1838	36.3619
SOAP.k35.scaffold5134	443	241.233	0	0
SOAP.k35.scaffold5534	1511	1293.51	6	0.51467
SOAP.k35.scaffold5571	7426	7208.51	1217	18.7324
SOAP.k35.scaffold5849	4242	4024.51	322	8.87751
SOAP.k35.scaffold5953	2500	2282.51	11	0.534722
SOAP.k35.scaffold6259	8587	8369.51	200	2.65142
SOAP.k35.scaffold6465	4018	3800.51	24	0.700677
SOAP.k35.scaffold6507	4024	3806.51	3332.26	97.1314
SOAP.k35.scaffold7058	1598	1380.51	6	0.482236
SOAP.k35.scaffold7548	344	157.612	0	0
SOAP.k35.scaffold7872	9319	9101.51	2	0.0243818
SOAP.k35.scaffold7953	5413	5195.51	4	0.0854241
SOAP.k35.scaffold8120	1224	1006.51	202	22.268
SOAP.k35.scaffold8450	4223	4005.51	787	21.8004
SOAP.k35.scaffold8704	416	217.244	0	0
SOAP.k35.scaffold8745	4620	4402.51	256.38	6.46147
SOAP.k35.scaffold8795	11268	11050.5	690.795	6.9361
SOAP.k35.scaffold8849	2507	2289.51	541	26.2182
SOAP.k35.scaffold8991	1905	1687.51	0	0
SOAP.k35.scaffold9115	1869	1651.51	363	24.3878
SOAP.k35.scaffold9247	5067	4849.51	10115.1	231.431
SOAP.k35.scaffold9271	348	160.746	3	2.07076
SOAP.k35.scaffold9807	2753	2535.51	1812	79.2941
SOAP.k35.scaffold9912	1407	1189.51	1	0.093278
SOAP.k35.scaffold9927	927	709.514	0	0
SOAP.k35.scaffold9991	1206	988.514	1472	165.224
SOAP.k35.scaffold10050	1074	856.514	308	39.8993
SOAP.k35.scaffold10108	5156	4938.51	77	1.72999
SOAP.k35.scaffold10324	1164	946.514	2	0.234451
SOAP.k35.scaffold10325	2571	2353.51	2	0.0942892
SOAP.k35.scaffold10364	2960	2742.51	690	27.9157
SOAP.k35.scaffold10526	1558	1340.51	12	0.99325
SOAP.k35.scaffold10662	319	138.433	0	0
SOAP.k35.scaffold10664	295	120.701	2.24632	2.06495
SOAP.k35.scaffold10806	4896	4678.51	106.938	2.53615
SOAP.k35.scaffold10985	4195	3977.51	0	0
SOAP.k35.scaffold11282	2912	2694.51	921	37.9252
SOAP.k35.scaffold11314	2092	1874.51	0	0
SOAP.k35.scaffold11417	1629	1411.51	42831	3366.83
SOAP.k35.scaffold11465	2982	2764.51	6	0.240814
SOAP.k35.scaffold11619	3380	3162.51	206	7.22742
SOAP.k35.scaffold11797	3219	3001.51	814	30.0907
SOAP.k35.scaffold11836	2496	2278.51	2795	136.107
SOAP.k35.scaffold11951	3737	3519.51	529.538	16.6941
SOAP.k35.scaffold12072	433	232.325	97	46.3259
SOAP.k35.scaffold12084	1151	933.514	485	57.6461
SOAP.k35.scaffold12282	4077	3859.51	2931	84.262
SOAP.k35.scaffold12348	7078	6860.51	21	0.339634
SOAP.k35.scaffold12509	1188	970.514	0	0
SOAP.k35.scaffold12730	2402	2184.51	1286	65.3183
SOAP.k35.scaffold12807	732	515.159	0	0
SOAP.k35.scaffold12869	2760	2542.51	0	0
SOAP.k35.scaffold12878	3306	3088.51	437	15.6993
SOAP.k35.scaffold13135	5341	5123.51	33.3298	0.721794
SOAP.k35.scaffold13170	1774	1556.51	283	20.1735
SOAP.k35.scaffold13312	2574	2356.51	8	0.376677
SOAP.k35.scaffold13498	3713	3495.51	2076	65.8969
SOAP.k35.scaffold13553	2647	2429.51	0	0
SOAP.k35.scaffold13596	6949	6731.51	4	0.065932
SOAP.k35.scaffold13613	460	256.358	0	0
SOAP.k35.scaffold13737	4838	4620.51	699	16.7856
SOAP.k35.scaffold13773	1888	1670.51	8	0.53136
SOAP.k35.scaffold13828	2566	2348.51	0	0
SOAP.k35.scaffold14071	762	545.053	0	0
SOAP.k35.scaffold14279	2538	2320.51	1.00886	0.0482385
SOAP.k35.scaffold14416	4282	4064.51	18.9352	0.516905
SOAP.k35.scaffold14453	1942	1724.51	2	0.12868
SOAP.k35.scaffold14571	3106	2888.51	26.0373	1.00016
SOAP.k35.scaffold14905	8238	8020.51	948	13.1146
SOAP.k35.scaffold14928	3523	3305.51	2	0.0671336
SOAP.k35.scaffold15024	1309	1091.51	2	0.203306
SOAP.k35.scaffold15706	940	722.514	29.3746	4.51102
SOAP.k35.scaffold15753	727	510.159	333.777	72.5937
SOAP.k35.scaffold15848	2648	2430.51	186	8.49109
SOAP.k35.scaffold16115	4490	4272.51	136	3.53187
SOAP.k35.scaffold16414	2673	2455.51	0	0
SOAP.k35.scaffold16485	1214	996.514	1	0.111344
SOAP.k35.scaffold16551	2332	2114.51	3613	189.586
SOAP.k35.scaffold16578	4551	4333.51	277.033	7.09318
SOAP.k35.scaffold16587	2071	1853.51	7	0.419036
SOAP.k35.scaffold16592	1612	1394.51	0	0
SOAP.k35.scaffold16991	3073	2855.51	1069	41.5377
SOAP.k35.scaffold17013	302	125.78	0	0
SOAP.k35.scaffold17212	1043	825.514	552	74.1931
SOAP.k35.scaffold17314	1504	1286.51	20	1.7249
SOAP.k35.scaffold17446	11316	11098.5	2.00729	0.0200676
SOAP.k35.scaffold17656	3571	3353.51	14	0.463209
SOAP.k35.scaffold17728	2421	2203.51	524	26.3854
SOAP.k35.scaffold17796	1589	1371.51	0	0
SOAP.k35.scaffold17814	1078	860.514	23	2.96564
SOAP.k35.scaffold18013	5093	4875.51	12	0.273092
SOAP.k35.scaffold18488	1621	1403.51	0	0
SOAP.k35.scaffold18548	3032	2814.51	4	0.15769
SOAP.k35.scaffold18750	1440	1222.51	1	0.0907601
SOAP.k35.scaffold18798	5221	5003.51	845	18.7383
SOAP.k35.scaffold18955	4412	4194.51	282	7.45961
SOAP.k35.scaffold18969	1247	1029.51	1	0.107775
SOAP.k35.scaffold19043	3867	3649.51	3	0.0912084
SOAP.k35.scaffold19075	768	550.998	0	0
SOAP.k35.scaffold19199	1136	918.514	2.23742	0.270278
SOAP.k35.scaffold19321	5286	5068.51	171	3.74338
SOAP.k35.scaffold19688	2194	1976.51	155	8.70123
SOAP.k35.scaffold19737	4459	4241.51	1	0.0261594
SOAP.k35.scaffold19933	3745	3527.51	8261	259.844
SOAP.k35.scaffold19987	696	479.705	0	0
SOAP.k35.scaffold19997	3599	3381.51	0	0
SOAP.k35.scaffold20492	3939	3721.51	3451.46	102.904
SOAP.k35.scaffold20897	2171	1953.51	140.217	7.96403
SOAP.k35.scaffold20987	5560	5342.51	23	0.477673
SOAP.k35.scaffold21123	1978	1760.51	617	38.8861
SOAP.k35.scaffold21278	1030	812.514	5713	780.157
SOAP.k35.scaffold21342	593	379.422	0	0
SOAP.k35.scaffold21358	980	762.514	448	65.1897
SOAP.k35.scaffold21383	843	625.708	0	0
SOAP.k35.scaffold21446	1487	1269.51	206.879	18.0813
SOAP.k35.scaffold21504	3585	3367.51	5517	181.778
SOAP.k35.scaffold21678	1864	1646.51	0	0
SOAP.k35.scaffold21754	1024	806.514	97.5236	13.4167
SOAP.k35.scaffold21886	474	268.563	0	0
SOAP.k35.scaffold22035	5119	4901.51	16	0.362192
SOAP.k35.scaffold22089	1572	1354.51	18	1.47448
SOAP.k35.scaffold22107	2487	2269.51	9.94753	0.48633
SOAP.k35.scaffold22260	1916	1698.51	80	5.226
SOAP.k35.scaffold22341	3255	3037.51	5	0.182642
SOAP.k35.scaffold22876	1021	803.514	1	0.138088
SOAP.k35.scaffold22975	810	592.768	54.2194	10.1489
SOAP.k35.scaffold22997	2919	2701.51	399.325	16.4009
SOAP.k35.scaffold23141	607	392.879	1	0.282416
SOAP.k35.scaffold23153	3870	3652.51	64	1.94418
SOAP.k35.scaffold23204	7272	7054.51	525	8.25736
SOAP.k35.scaffold23484	1669	1451.51	12	0.917294
SOAP.k35.scaffold23495	404	207.008	0	0
SOAP.k35.scaffold23515	2894	2676.51	4	0.165821
SOAP.k35.scaffold23620	1639	1421.51	3	0.234163
SOAP.k35.scaffold23637	6532	6314.51	9.24352	0.162422
SOAP.k35.scaffold23710	3014	2796.51	204	8.09398
SOAP.k35.scaffold23728	2111	1893.51	1	0.0585977
SOAP.k35.scaffold23852	2284	2066.51	622	33.3965
SOAP.k35.scaffold23882	2431	2213.51	26	1.30329
SOAP.k35.scaffold23918	3413	3195.51	0	0
SOAP.k35.scaffold24133	2247	2029.51	0	0
SOAP.k35.scaffold24164	469	264.087	11	4.62162
SOAP.k35.scaffold24190	3459	3241.51	22	0.75305
SOAP.k35.scaffold24272	488	281.171	6	2.36772
SOAP.k35.scaffold24308	355	166.353	0	0
SOAP.k35.scaffold24360	5877	5659.51	977	19.1542
SOAP.k35.scaffold24508	733	516.159	1	0.214964
SOAP.k35.scaffold24554	2262	2044.51	1496	81.1877
SOAP.k35.scaffold24655	2409	2191.51	1.17057	0.0592655
SOAP.k35.scaffold24741	2906	2688.51	1012	41.7654
SOAP.k35.scaffold24802	2152	1934.51	96	5.50615
